,UAV_1_new_velocity_twist,actual_UAV_1_pose,actual_UAV_1_vel,goal_UAV_1_pose
40,"linear: 
  x: -0.907554149628
  y: 1.41769361496
  z: -0.018426677695046086
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.36616062204
  y: -3.29570952579
  z: 5.07271909714
orientation: 
  x: -0.0643197923013
  y: -0.0249984927501
  z: 0.0381391463208
  w: 0.99688687683","linear: 
  x: -0.4164018929
  y: 0.789253890514
  z: -0.0217837169766
angular: 
  x: -0.0744807571173
  y: -0.0795422792435
  z: 0.0224777404219","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
41,"linear: 
  x: -0.92448246479
  y: 1.42968320847
  z: -0.02023870386693172
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.2774712948
  y: -3.10572043582
  z: 5.07775115967
orientation: 
  x: -0.0661297841096
  y: -0.0271790689899
  z: 0.0377016195357
  w: 0.996728015934","linear: 
  x: -0.434718877077
  y: 0.794591486454
  z: -0.0175220575184
angular: 
  x: 0.041500300169
  y: 0.0475418493152
  z: -0.0247526671737","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
42,"linear: 
  x: -0.935673892498
  y: 1.45944428444
  z: -0.022849269728386044
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.18119811097
  y: -2.91141167804
  z: 5.0853099823
orientation: 
  x: -0.0685566554199
  y: -0.0278297085221
  z: 0.03763806237
  w: 0.996548477788","linear: 
  x: -0.465644210577
  y: 0.822270810604
  z: -0.0225735921413
angular: 
  x: -0.0417124293745
  y: -0.0342472754419
  z: 0.0349834747612","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
43,"linear: 
  x: -0.936665356159
  y: 1.5079023838
  z: -0.025802028218898824
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 1.08035468141
  y: -2.71722499057
  z: 5.09352493286
orientation: 
  x: -0.0717283023554
  y: -0.0299143747968
  z: 0.0368980482656
  w: 0.996292484593","linear: 
  x: -0.483692646027
  y: 0.841721177101
  z: -0.0250255465508
angular: 
  x: -0.0480018369853
  y: -0.0164360087365
  z: -0.0497358106077","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
44,"linear: 
  x: -0.945420384407
  y: 1.19419574738
  z: -0.02534003923106061
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.972938051616
  y: -2.51545325443
  z: 5.08896970749
orientation: 
  x: -0.0741332806146
  y: -0.0303390201291
  z: 0.0363372001958
  w: 0.996124193284","linear: 
  x: -0.509510815144
  y: 0.871539592743
  z: -0.0286684539169
angular: 
  x: -0.0112472837791
  y: -0.069422967732
  z: 0.0205873493105","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
45,"linear: 
  x: -0.97537124157
  y: 1.22998464108
  z: -0.025876374751956924
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.856774320994
  y: -2.30614892169
  z: 5.08778047562
orientation: 
  x: -0.0707015269439
  y: -0.0309964442846
  z: 0.0362981291052
  w: 0.996354836568","linear: 
  x: -0.51875013113
  y: 0.897750616074
  z: -0.0309337750077
angular: 
  x: 0.24628148973
  y: 0.0081268036738
  z: -0.00534625025466","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
46,"linear: 
  x: -0.994469404221
  y: 1.29352486134
  z: -0.026767632253880375
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.738445988093
  y: -2.10328332111
  z: 5.08769750595
orientation: 
  x: -0.0541571809661
  y: -0.0326317547258
  z: 0.0362281678237
  w: 0.997341309778","linear: 
  x: -0.540568232536
  y: 0.876068592072
  z: -0.031056156382
angular: 
  x: 0.0594229064882
  y: -0.0212566163391
  z: -0.0912367105484","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
47,"linear: 
  x: -0.994115591049
  y: 1.38550233841
  z: -0.028010828362279142
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.616786232387
  y: -1.90625516101
  z: 5.08858251572
orientation: 
  x: -0.0592170426197
  y: -0.0352645508284
  z: 0.036427475789
  w: 0.996956765525","linear: 
  x: -0.555439174175
  y: 0.849477529526
  z: -0.0272279847413
angular: 
  x: -0.0743389204144
  y: 0.0549154058099
  z: 0.071700759232","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
48,"linear: 
  x: -0.980906069279
  y: 1.45352995396
  z: -0.029750403740376852
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.48877882043
  y: -1.70999900028
  z: 5.09068012238
orientation: 
  x: -0.0670497364307
  y: -0.0372986467419
  z: 0.0360630329309
  w: 0.996399820078","linear: 
  x: -0.579847097397
  y: 0.847335040569
  z: -0.031988222152
angular: 
  x: -0.0467998199165
  y: -0.0027323293034
  z: 0.00304967025295","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
49,"linear: 
  x: -0.991209089756
  y: 1.41800272465
  z: -0.03289695749394222
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.356836786662
  y: -1.51580945179
  z: 5.09652519226
orientation: 
  x: -0.0762032976216
  y: -0.0361098901232
  z: 0.0361806678543
  w: 0.99578114691","linear: 
  x: -0.604580760002
  y: 0.874324262142
  z: -0.0292172115296
angular: 
  x: -0.0336593873799
  y: -0.0109558580443
  z: 0.0244017038494","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
50,"linear: 
  x: -0.970033466816
  y: 1.48329865932
  z: -0.03638992429247548
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.220531931315
  y: -1.31313649341
  z: 5.10246944427
orientation: 
  x: -0.0807079667442
  y: -0.036242737569
  z: 0.0353589287236
  w: 0.995450869826","linear: 
  x: -0.610781252384
  y: 0.931275308132
  z: -0.0313524790108
angular: 
  x: 0.02433863841
  y: -0.0280351992697
  z: -0.0236267466098","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
51,"linear: 
  x: -0.876258015633
  y: 1.65471923351
  z: -0.040177656956681664
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: 0.0790097622023
  y: -1.10101786777
  z: 5.1081829071
orientation: 
  x: -0.0783625566748
  y: -0.0376987122842
  z: 0.0358679362246
  w: 0.995565973683","linear: 
  x: -0.619189023972
  y: 0.974049389362
  z: -0.0359029099345
angular: 
  x: 0.0384633131325
  y: 0.0238367766142
  z: -0.0436934754252","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
52,"linear: 
  x: -0.714797258377
  y: 1.82605719566
  z: -0.043321147380488756
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.0646162124529
  y: -0.884105121341
  z: 5.1112112999
orientation: 
  x: -0.0808528246988
  y: -0.0367057682311
  z: 0.0349659107558
  w: 0.995436031296","linear: 
  x: -0.632705688477
  y: 1.01907265186
  z: -0.038055870682
angular: 
  x: -0.0651133805513
  y: -0.0293308384717
  z: 0.00981042347848","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
53,"linear: 
  x: -0.608961462975
  y: 1.89739322662
  z: -0.04725020980028711
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.210440048779
  y: -0.659755622592
  z: 5.11520910263
orientation: 
  x: -0.0919826890923
  y: -0.0319419673159
  z: 0.0351116524954
  w: 0.994628607818","linear: 
  x: -0.627659797668
  y: 1.06368470192
  z: -0.0453911796212
angular: 
  x: -0.0691412091255
  y: 0.00919536501169
  z: -0.0274173207581","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
54,"linear: 
  x: -0.547139108181
  y: 1.92290961742
  z: -0.05529508377863675
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.422360548581
  y: -0.303720866885
  z: 5.12373113632
orientation: 
  x: -0.105685654519
  y: -0.0166975905968
  z: 0.0352669226988
  w: 0.993633723794","linear: 
  x: -0.571985602379
  y: 1.19301331043
  z: -0.0477726086974
angular: 
  x: -0.0270594488829
  y: 0.0928140357137
  z: 0.0550591014326","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
55,"linear: 
  x: -0.521267533302
  y: 1.9299248457
  z: -0.060584133912213886
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.554999241437
  y: -0.0426773183012
  z: 5.1268787384
orientation: 
  x: -0.10596840318
  y: -0.0123327888291
  z: 0.03563810864
  w: 0.993654127481","linear: 
  x: -0.521097362041
  y: 1.28867864609
  z: -0.0613983608782
angular: 
  x: 0.00438198167831
  y: 0.0224068909883
  z: -0.01655020006","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
56,"linear: 
  x: -0.499008983374
  y: 1.93570315838
  z: -0.06358531328661808
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.674785027112
  y: 0.229057396207
  z: 5.12384033203
orientation: 
  x: -0.103377707549
  y: -0.0128859612282
  z: 0.0357486606848
  w: 0.993916009955","linear: 
  x: -0.469577401876
  y: 1.3504242897
  z: -0.0653193071485
angular: 
  x: 0.00324810249731
  y: 0.0669199749827
  z: 0.0381800532341","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
57,"linear: 
  x: -0.478273123503
  y: 1.94078755379
  z: -0.06781139192566168
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.787341007794
  y: 0.512015188489
  z: 5.12183856964
orientation: 
  x: -0.10234305636
  y: -0.0144995398988
  z: 0.0367772539815
  w: 0.993963327164","linear: 
  x: -0.446531295776
  y: 1.39849424362
  z: -0.0692220628262
angular: 
  x: 0.0301638711244
  y: -0.112647034228
  z: -0.00303808879107","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
58,"linear: 
  x: -0.457999169827
  y: 1.94556283951
  z: -0.07086559508068835
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.892572054471
  y: 0.795713270459
  z: 5.11668014526
orientation: 
  x: -0.102590612527
  y: -0.0158811400857
  z: 0.0367010529824
  w: 0.993919507969","linear: 
  x: -0.42280331254
  y: 1.42053937912
  z: -0.0788210630417
angular: 
  x: 0.00756640871987
  y: -0.00060819927603
  z: -0.00238332105801","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
59,"linear: 
  x: -0.44002816081
  y: 1.94966900349
  z: -0.07187559922525379
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -0.978991517629
  y: 1.04075487927
  z: 5.10906028748
orientation: 
  x: -0.102443285864
  y: -0.0152834552951
  z: 0.0370615762591
  w: 0.993930696146","linear: 
  x: -0.41704288125
  y: 1.44395005703
  z: -0.0779790952802
angular: 
  x: -0.0298040490597
  y: 0.0330653302372
  z: 0.01060529612","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
60,"linear: 
  x: -0.408507883549
  y: 1.91360473633
  z: -0.07335712623755969
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.07735181769
  y: 1.33219274357
  z: 5.10223388672
orientation: 
  x: -0.103054522764
  y: -0.0154751786084
  z: 0.0369851217474
  w: 0.993867388012","linear: 
  x: -0.397286355495
  y: 1.46365642548
  z: -0.0796242803335
angular: 
  x: 0.0145316338167
  y: -0.00507848057896
  z: 0.0350716412067","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
61,"linear: 
  x: -0.377508342266
  y: 1.89138042927
  z: -0.07673182675251308
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.1736414524
  y: 1.62914165333
  z: 5.09614658356
orientation: 
  x: -0.102994037311
  y: -0.0139776432922
  z: 0.0377586430092
  w: 0.993866761012","linear: 
  x: -0.396177440882
  y: 1.48464846611
  z: -0.0813555642962
angular: 
  x: 0.0726695880294
  y: -0.0477896220982
  z: -0.00722169177607","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
62,"linear: 
  x: -0.339168936014
  y: 1.85199868679
  z: -0.0797385509514855
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.26705105027
  y: 1.92622371987
  z: 5.08924770355
orientation: 
  x: -0.101681620093
  y: -0.0137864913625
  z: 0.0377195723981
  w: 0.994006043568","linear: 
  x: -0.374983459711
  y: 1.49169433117
  z: -0.0822829827666
angular: 
  x: -0.00769186764956
  y: 0.00895159225911
  z: 0.0231321975589","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
63,"linear: 
  x: -0.291245192289
  y: 1.78280007839
  z: -0.08331179529642453
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.35780168494
  y: 2.23084696606
  z: 5.08263111115
orientation: 
  x: -0.101201645627
  y: -0.0119526042187
  z: 0.0376509187646
  w: 0.994081370156","linear: 
  x: -0.363698452711
  y: 1.49801397324
  z: -0.086299687624
angular: 
  x: 0.0378272160888
  y: 0.0154105816036
  z: -0.0715581327677","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
64,"linear: 
  x: -0.233651056886
  y: 1.67379772663
  z: -0.08668399127665385
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.44082785567
  y: 2.52451630906
  z: 5.07636594772
orientation: 
  x: -0.100536591885
  y: -0.0105929518225
  z: 0.0377848182553
  w: 0.994159187743","linear: 
  x: -0.35337471962
  y: 1.50005471706
  z: -0.0896845534444
angular: 
  x: -0.0163165219128
  y: 0.0312913991511
  z: 0.0263244491071","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
65,"linear: 
  x: -0.156506299973
  y: 1.49841964245
  z: -0.08545859896545026
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.52428529581
  y: 2.82737346962
  z: 5.06682538986
orientation: 
  x: -0.0959614722885
  y: -0.00924135267841
  z: 0.0375973921862
  w: 0.994631805915","linear: 
  x: -0.32856759429
  y: 1.49553763866
  z: -0.0925478339195
angular: 
  x: -0.0177022051066
  y: 0.0123998140916
  z: 0.0289448574185","position: 
  x: -1.64666730035
  y: 3.99908095186
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
66,"linear: 
  x: 0.700143694878
  y: -1.59916377068
  z: -0.004168904271442411
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.92089439353
  y: 4.62922390774
  z: 5.01935768127
orientation: 
  x: 0.0336752731098
  y: 0.0201816280126
  z: 0.0351220215982
  w: 0.998611596904","linear: 
  x: 0.155630871654
  y: -0.275752335787
  z: -0.0239557996392
angular: 
  x: -0.0198153145611
  y: 0.0372918285429
  z: -0.0279948618263","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
67,"linear: 
  x: 0.692916989326
  y: -1.59021675587
  z: -0.0041179124707649535
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.91493881663
  y: 4.56453462914
  z: 5.01899671555
orientation: 
  x: 0.0393572552597
  y: 0.0248179933309
  z: 0.0345642915254
  w: 0.998318778455","linear: 
  x: 0.172873288393
  y: -0.324381560087
  z: 0.000696604605764
angular: 
  x: 0.489680975676
  y: 0.284910738468
  z: -0.0354616194963","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
68,"linear: 
  x: 0.681365609169
  y: -1.57753634453
  z: -0.004929008433675862
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.90290753713
  y: 4.47040238455
  z: 5.0225186348
orientation: 
  x: 0.0728643050595
  y: 0.0409725599752
  z: 0.0328935493085
  w: 0.995956854884","linear: 
  x: 0.206184461713
  y: -0.424095660448
  z: 0.00351983914152
angular: 
  x: 0.118796221912
  y: 0.0130804432556
  z: -0.0251227077097","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
69,"linear: 
  x: 0.663507223129
  y: -1.5611499548
  z: -0.00563035982517013
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.87926954945
  y: 4.34569015578
  z: 5.02538061142
orientation: 
  x: 0.0696629292638
  y: 0.0400210698453
  z: 0.0328323520678
  w: 0.99622659416","linear: 
  x: 0.263602107763
  y: -0.567367970943
  z: -0.00188927957788
angular: 
  x: -0.0509342774749
  y: -0.0614514797926
  z: 0.0284624993801","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
70,"linear: 
  x: 0.641643106937
  y: -1.54383611679
  z: -0.006736653898451345
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.84697865864
  y: 4.20043828562
  z: 5.02988386154
orientation: 
  x: 0.0623985682928
  y: 0.0368185033593
  z: 0.0329424395602
  w: 0.996827774574","linear: 
  x: 0.308444529772
  y: -0.65755802393
  z: -0.00539315864444
angular: 
  x: -0.102187499404
  y: 0.0408346801996
  z: 0.0115076489747","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
71,"linear: 
  x: 0.617238044739
  y: -1.52741205692
  z: -0.00766310668866144
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.80772435089
  y: 4.03771152571
  z: 5.03337240219
orientation: 
  x: 0.0587824356426
  y: 0.0361368919892
  z: 0.0331912751144
  w: 0.99706423542","linear: 
  x: 0.313132405281
  y: -0.706653892994
  z: -0.00747118424624
angular: 
  x: 0.0175511632115
  y: -0.0194274187088
  z: 0.00926835183054","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
72,"linear: 
  x: 0.592134356499
  y: -1.51381373405
  z: -0.008332445211160295
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.76329251548
  y: 3.86461399719
  z: 5.03556442261
orientation: 
  x: 0.0581672366563
  y: 0.0337651946342
  z: 0.0327821971298
  w: 0.997196977413","linear: 
  x: 0.321127414703
  y: -0.72971868515
  z: -0.0109386509284
angular: 
  x: -0.0333782993257
  y: -0.0569339245558
  z: -0.0407142266631","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
73,"linear: 
  x: 0.558451831341
  y: -1.48688912392
  z: -0.009301851000114176
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.71727312526
  y: 3.68806828037
  z: 5.03887844086
orientation: 
  x: 0.059055981646
  y: 0.0336779115367
  z: 0.0328887434534
  w: 0.997144182082","linear: 
  x: 0.321503609419
  y: -0.759775876999
  z: -0.00793983601034
angular: 
  x: 0.0470710024238
  y: -0.00109563395381
  z: -0.0198199674487","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
74,"linear: 
  x: 0.515558540821
  y: -1.44638121128
  z: -0.010250532570703828
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.6669801267
  y: 3.50158190206
  z: 5.04188203812
orientation: 
  x: 0.0602316899835
  y: 0.0327906597798
  z: 0.0331523732466
  w: 0.99709469776","linear: 
  x: 0.326754838228
  y: -0.775415241718
  z: -0.0105333486572
angular: 
  x: -0.00369819859043
  y: 0.000728012993932
  z: 0.0100318836048","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
75,"linear: 
  x: 0.471441507339
  y: -1.40388190746
  z: -0.01024536554461016
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.61512408575
  y: 3.30787726716
  z: 5.04086494446
orientation: 
  x: 0.0585710040186
  y: 0.032065482274
  z: 0.0341747277566
  w: 0.997182696559","linear: 
  x: 0.311999469995
  y: -0.804499447346
  z: -0.0113680874929
angular: 
  x: 0.0123672094196
  y: 0.0102086849511
  z: 0.00796096492559","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
76,"linear: 
  x: 0.437565922737
  y: -1.38502180576
  z: -0.010277945066528708
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.56463272294
  y: 3.11515697316
  z: 5.04000520706
orientation: 
  x: 0.0570338966793
  y: 0.0299870276859
  z: 0.0335680238999
  w: 0.997357057714","linear: 
  x: 0.297935068607
  y: -0.811716616154
  z: -0.0130718238652
angular: 
  x: 0.0221955198795
  y: -0.0304180998355
  z: -0.0723372623324","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
77,"linear: 
  x: 0.415936112404
  y: -1.39183866978
  z: -0.010985848154370849
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.51481778344
  y: 2.91932358817
  z: 5.04169178009
orientation: 
  x: 0.0559662123224
  y: 0.0281293761359
  z: 0.0337917826698
  w: 0.997464102963","linear: 
  x: 0.285647422075
  y: -0.818935513496
  z: -0.0144805395976
angular: 
  x: 0.00522315362468
  y: 0.0527424812317
  z: 0.0374319665134","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
78,"linear: 
  x: 0.403655648232
  y: -1.40416920185
  z: -0.011820727238378778
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.47340537032
  y: 2.75554474667
  z: 5.04390096664
orientation: 
  x: 0.0562853131401
  y: 0.0274856030217
  z: 0.0341637288709
  w: 0.997451424773","linear: 
  x: 0.269076168537
  y: -0.818289160728
  z: -0.0110087944195
angular: 
  x: 0.078631401062
  y: 0.0595085918903
  z: -0.020790880546","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
79,"linear: 
  x: 0.398980408907
  y: -1.42724347115
  z: -0.013640779757495993
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.4259192439
  y: 2.55841502026
  z: 5.04933929443
orientation: 
  x: 0.0593159265044
  y: 0.0282086101941
  z: 0.0346492610375
  w: 0.997238849967","linear: 
  x: 0.251240998507
  y: -0.816197395325
  z: -0.0103029888123
angular: 
  x: -0.00846786983311
  y: -0.0410726591945
  z: 0.0604001022875","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
80,"linear: 
  x: 0.406919777393
  y: -1.45889031887
  z: -0.01584961802291967
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.37769664248
  y: 2.35782333687
  z: 5.05577135086
orientation: 
  x: 0.061877102725
  y: 0.0280084637884
  z: 0.0353829935455
  w: 0.997063084204","linear: 
  x: 0.244793057442
  y: -0.838570654392
  z: -0.0132983606309
angular: 
  x: -0.0221836417913
  y: 0.0179916862398
  z: -0.000349227921106","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
81,"linear: 
  x: 0.432554036379
  y: -1.49878573418
  z: -0.01840865234154986
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.32925356349
  y: 2.15033932999
  z: 5.06291770935
orientation: 
  x: 0.0646642800248
  y: 0.0294862998666
  z: 0.0348320941456
  w: 0.996862986687","linear: 
  x: 0.233168751001
  y: -0.863279759884
  z: -0.0173609368503
angular: 
  x: 0.070153824985
  y: -0.00590674113482
  z: -0.0217045024037","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
82,"linear: 
  x: 0.508132815361
  y: -1.56380438805
  z: -0.023296681214422996
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.25722480735
  y: 1.83838340119
  z: 5.07610940933
orientation: 
  x: 0.0691546987023
  y: 0.0323939576041
  z: 0.0347877971214
  w: 0.996472813643","linear: 
  x: 0.237562179565
  y: -0.907165110111
  z: -0.015808025375
angular: 
  x: 0.0468631349504
  y: 0.12103779614
  z: 0.00871974695474","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
83,"linear: 
  x: 0.475863903761
  y: -1.53983819485
  z: -0.0271364012545569
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.20809293708
  y: 1.61990269497
  z: 5.08581113815
orientation: 
  x: 0.074819727287
  y: 0.0361804203746
  z: 0.0353593919022
  w: 0.995912997703","linear: 
  x: 0.240706294775
  y: -0.942852914333
  z: -0.0193649735302
angular: 
  x: 0.0878357291222
  y: 0.00638598296791
  z: 0.0074133342132","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
84,"linear: 
  x: 0.456901550293
  y: -1.52514636517
  z: -0.02992124487511134
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -1.15625614842
  y: 1.3982194312
  z: 5.09143543243
orientation: 
  x: 0.0758792099748
  y: 0.0386562686532
  z: 0.0340884961303
  w: 0.995784119586","linear: 
  x: 0.263260394335
  y: -0.984229445457
  z: -0.0284906849265
angular: 
  x: -0.0925728306174
  y: 0.0182258449495
  z: -0.0536563098431","position: 
  x: 2.29283962254
  y: -3.64645518681
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
