,UAV_1_new_velocity_twist,actual_UAV_1_pose,actual_UAV_1_vel,goal_UAV_1_pose
90,"linear: 
  x: -0.923006474972
  y: 1.68866813183
  z: -0.10014255918725175
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.57613205317
  y: -0.643555461016
  z: 5.12428426743
orientation: 
  x: -0.0893486949364
  y: -0.048834512127
  z: 0.00664858113716
  w: 0.994780275994","linear: 
  x: -1.04501760006
  y: 1.01855194569
  z: -0.109541863203
angular: 
  x: 0.00889884401113
  y: -0.0152263473719
  z: 0.000159290153533","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
91,"linear: 
  x: -0.838375449181
  y: 1.68483150005
  z: -0.10284573491943744
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.7828884587
  y: -0.43436723813
  z: 5.11516046524
orientation: 
  x: -0.0880490840156
  y: -0.0466632884042
  z: 0.00738071407969
  w: 0.994995186611","linear: 
  x: -1.00266861916
  y: 1.06503260136
  z: -0.109478250146
angular: 
  x: 0.0237896759063
  y: 0.00547912111506
  z: -0.00132885191124","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
92,"linear: 
  x: -0.755701422691
  y: 1.66591560841
  z: -0.10722287476278715
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.94717528078
  y: -0.255096732225
  z: 5.10988664627
orientation: 
  x: -0.0886668414103
  y: -0.043541286511
  z: 0.00747647142912
  w: 0.995081127335","linear: 
  x: -0.96623891592
  y: 1.09475648403
  z: -0.107381522655
angular: 
  x: 0.0472703352571
  y: 0.0805616006255
  z: 0.0247142463923","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
93,"linear: 
  x: -0.640395641327
  y: 1.61880135536
  z: -0.1119378667211246
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.13032265159
  y: -0.0425623045825
  z: 5.10336112976
orientation: 
  x: -0.0894528520561
  y: -0.0412601034011
  z: 0.00819680304266
  w: 0.99510230808","linear: 
  x: -0.923851966858
  y: 1.12198114395
  z: -0.114564999938
angular: 
  x: 0.00164865900297
  y: -0.00828298553824
  z: 0.00760570913553","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
94,"linear: 
  x: -0.499109596014
  y: 1.53391492367
  z: -0.1156279506881445
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.30575393292
  y: 0.174028576765
  z: 5.09635019302
orientation: 
  x: -0.0882758527391
  y: -0.0367054707599
  z: 0.00870298681237
  w: 0.995381504881","linear: 
  x: -0.889882147312
  y: 1.14345419407
  z: -0.117318272591
angular: 
  x: 0.0597626566887
  y: 0.0176887791604
  z: 0.0181888248771","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
95,"linear: 
  x: -0.330044329166
  y: 1.39827418327
  z: -0.11595685345799629
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.47186105105
  y: 0.393939913664
  z: 5.08776044846
orientation: 
  x: -0.0862778098496
  y: -0.0322945474903
  z: 0.00924061194784
  w: 0.99570468153","linear: 
  x: -0.828902184963
  y: 1.15195584297
  z: -0.122960247099
angular: 
  x: 0.0165303945541
  y: -0.0194358564913
  z: 0.0324428491294","position: 
  x: -4.72165083813
  y: 1.45220570251
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
96,"linear: 
  x: 1.03057038784
  y: -0.487987101078
  z: 4.102050977461652e-05
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -5.08041583154
  y: 1.88182348147
  z: 4.9997882843
orientation: 
  x: 0.0213015585974
  y: 0.0248356186912
  z: 0.008443361883
  w: 0.999428909571","linear: 
  x: 0.201763629913
  y: -0.212582394481
  z: 0.000252551340964
angular: 
  x: 0.0123865026981
  y: 0.0359991416335
  z: 0.00121704442427","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
97,"linear: 
  x: 1.00787568092
  y: -0.483914792538
  z: 3.4301063403033755e-05
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -5.03520105931
  y: 1.82621604339
  z: 4.99982404709
orientation: 
  x: 0.0146861094611
  y: 0.0335548201223
  z: 0.00910570013449
  w: 0.999287485392","linear: 
  x: 0.212239190936
  y: -0.222029924393
  z: 0.00572476489469
angular: 
  x: -0.266026318073
  y: 0.38713657856
  z: 0.0295002833009","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
98,"linear: 
  x: 0.980754971504
  y: -0.479714542627
  z: 0.0009243531332447749
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.97916554067
  y: 1.7647851123
  z: 4.99529314041
orientation: 
  x: -0.000207483670751
  y: 0.0553427907408
  z: 0.0093845860527
  w: 0.998423287994","linear: 
  x: 0.281985968351
  y: -0.209429904819
  z: 0.000906428322196
angular: 
  x: -0.0513713173568
  y: 0.0471751429141
  z: -0.0240402817726","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
99,"linear: 
  x: 0.948850035667
  y: -0.47439661622
  z: 0.001973930915271276
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.90844212624
  y: 1.70889979735
  z: 4.99003410339
orientation: 
  x: 0.00192801266284
  y: 0.052200004684
  z: 0.00949484109367
  w: 0.998589650593","linear: 
  x: 0.357468903065
  y: -0.172583982348
  z: 0.00193370017223
angular: 
  x: 0.0490958988667
  y: -0.0846626982093
  z: 0.0188195500523","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
100,"linear: 
  x: 0.911519408226
  y: -0.468386471272
  z: 0.0031282827392126802
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.82320271584
  y: 1.65278226272
  z: 4.98436260223
orientation: 
  x: 0.00545677046386
  y: 0.0473798473459
  z: 0.00971282472832
  w: 0.998814815047","linear: 
  x: 0.410937309265
  y: -0.159659191966
  z: 0.00282351579517
angular: 
  x: 0.0307494420558
  y: -0.0440027192235
  z: 0.0164570827037","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
101,"linear: 
  x: 0.872578144073
  y: -0.462888985872
  z: 0.007314941236336011
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.73326240632
  y: 1.59820145503
  z: 4.96381425858
orientation: 
  x: 0.00671303277306
  y: 0.0453366126366
  z: 0.00964564340358
  w: 0.998902642057","linear: 
  x: 0.432557761669
  y: -0.163478583097
  z: 0.00317636365071
angular: 
  x: 0.00410931371152
  y: 0.0423960760236
  z: -0.020041808486","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
102,"linear: 
  x: 0.831677079201
  y: -0.458268642426
  z: 0.010434401738642308
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.6382827625
  y: 1.54267591373
  z: 4.94895029068
orientation: 
  x: 0.00757708639899
  y: 0.0429836094401
  z: 0.00995525385183
  w: 0.99899744244","linear: 
  x: 0.439663410187
  y: -0.170085176826
  z: 0.0026244702749
angular: 
  x: 0.0305851176381
  y: -0.046719815582
  z: 0.0181682500988","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
103,"linear: 
  x: 0.796785950661
  y: -0.455330312252
  z: 0.01208324642006243
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.55687867257
  y: 1.49648362533
  z: 4.9414434433
orientation: 
  x: 0.00724475866136
  y: 0.0413609724976
  z: 0.0101237993041
  w: 0.999066710542","linear: 
  x: 0.439987689257
  y: -0.177176520228
  z: 0.00888088718057
angular: 
  x: 0.0198712516576
  y: -0.0352605991066
  z: -0.00826617423445","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
104,"linear: 
  x: 0.755470454693
  y: -0.453602582216
  z: 0.01220677698352299
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.46034376475
  y: 1.44105726615
  z: 4.94151735306
orientation: 
  x: 0.00765474361618
  y: 0.038963638289
  z: 0.010319108033
  w: 0.999158023438","linear: 
  x: 0.445330440998
  y: -0.187339991331
  z: 0.0144114755094
angular: 
  x: -0.00108918710612
  y: -0.0406664386392
  z: 0.00775789283216","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
105,"linear: 
  x: 0.712962388992
  y: -0.453998297453
  z: 0.012128273683437774
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.36057274196
  y: 1.38352316752
  z: 4.94258451462
orientation: 
  x: 0.00847370955005
  y: 0.0383425885623
  z: 0.0107519139948
  w: 0.999170875523","linear: 
  x: 0.436631351709
  y: -0.190259978175
  z: 0.0131078977138
angular: 
  x: -0.0124080311507
  y: 0.0953887104988
  z: 0.00486938003451","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
106,"linear: 
  x: 0.672508299351
  y: -0.456786692142
  z: 0.011259214081186904
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.26493548009
  y: 1.32804077998
  z: 4.94731426239
orientation: 
  x: 0.00956384155274
  y: 0.0377326610033
  z: 0.0107750945461
  w: 0.999184005359","linear: 
  x: 0.422124177217
  y: -0.195691302419
  z: 0.0161060076207
angular: 
  x: -0.00998105015606
  y: -0.00557379517704
  z: -0.0141901802272","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
107,"linear: 
  x: 0.63252389431
  y: -0.462772071362
  z: 0.010875760347483292
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.16944395158
  y: 1.2708601369
  z: 4.94970560074
orientation: 
  x: 0.00988952625255
  y: 0.0361292850083
  z: 0.0107530098164
  w: 0.999240333861","linear: 
  x: 0.422076672316
  y: -0.21335695684
  z: 0.0144695173949
angular: 
  x: 0.0109418695793
  y: -0.0554453469813
  z: -0.00277437875047","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
108,"linear: 
  x: 0.593149483204
  y: -0.471509456635
  z: 0.009962906487654695
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -4.07392130944
  y: 1.21104258433
  z: 4.95447874069
orientation: 
  x: 0.00932059061839
  y: 0.0347508147979
  z: 0.0111007627614
  w: 0.999290888844","linear: 
  x: 0.413771510124
  y: -0.221589028835
  z: 0.0153547525406
angular: 
  x: -0.0172254983336
  y: 0.0327799245715
  z: 0.0163069330156","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
109,"linear: 
  x: 0.55516397953
  y: -0.458885192871
  z: 0.009464500042043413
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.98445879075
  y: 1.15182680026
  z: 4.9572520256
orientation: 
  x: 0.0102995135859
  y: 0.0347350893413
  z: 0.0113804920021
  w: 0.999278678843","linear: 
  x: 0.389614313841
  y: -0.229561492801
  z: 0.0138409649953
angular: 
  x: 0.0170857477933
  y: 0.0401962473989
  z: 0.0141733493656","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
110,"linear: 
  x: 0.517073631287
  y: -0.445531129837
  z: 0.008377280037094897
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.89493213746
  y: 1.08978957072
  z: 4.96260595322
orientation: 
  x: 0.0109487983823
  y: 0.0317853509284
  z: 0.0114131130645
  w: 0.99936957935","linear: 
  x: 0.387113064528
  y: -0.251097619534
  z: 0.0121966032311
angular: 
  x: 0.0444659478962
  y: -0.0375694036484
  z: -0.0277824606746","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
111,"linear: 
  x: 0.463256835938
  y: -0.425247251987
  z: 0.010616707769773583
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.76879735443
  y: 0.996813000593
  z: 4.95341062546
orientation: 
  x: 0.00970093503993
  y: 0.0301386534336
  z: 0.0110841148569
  w: 0.999437189535","linear: 
  x: 0.360729783773
  y: -0.261336088181
  z: 0.00890226103365
angular: 
  x: -0.0225277673453
  y: 0.0223375726491
  z: 0.0370165333152","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
112,"linear: 
  x: 0.429359972477
  y: -0.411357790232
  z: 0.010705753578308946
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.68963613886
  y: 0.93403166667
  z: 4.95353460312
orientation: 
  x: 0.00869410948852
  y: 0.0287156529105
  z: 0.0115850301921
  w: 0.999482671592","linear: 
  x: 0.341632038355
  y: -0.267522394657
  z: 0.010349505581
angular: 
  x: -0.0117882303894
  y: -0.0909257307649
  z: 0.0051628742367","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
113,"linear: 
  x: 0.396341502666
  y: -0.397392749786
  z: 0.011993955580665842
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.61255734193
  y: 0.871632756148
  z: 4.94850683212
orientation: 
  x: 0.00757318504451
  y: 0.0264208885371
  z: 0.0109586436405
  w: 0.999562149967","linear: 
  x: 0.328143358231
  y: -0.271534532309
  z: 0.00995432119817
angular: 
  x: -0.00592333311215
  y: -0.0143818976358
  z: -0.0629190951586","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
114,"linear: 
  x: 0.365302115679
  y: -0.383754253387
  z: 0.014325075318279396
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.54015857133
  y: 0.811397017393
  z: 4.9391336441
orientation: 
  x: 0.00724654682146
  y: 0.0258039924649
  z: 0.0106004795003
  w: 0.999584549384","linear: 
  x: 0.304885685444
  y: -0.264596819878
  z: 0.0109991729259
angular: 
  x: 0.026093877852
  y: 0.0158758889884
  z: 0.037487167865","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
115,"linear: 
  x: 0.336413472891
  y: -0.370501458645
  z: 0.014863445461021528
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.47285883281
  y: 0.753520192061
  z: 4.9374628067
orientation: 
  x: 0.00682912737132
  y: 0.0255891341332
  z: 0.0113187043408
  w: 0.999585137027","linear: 
  x: 0.291975498199
  y: -0.262910306454
  z: 0.0158608090132
angular: 
  x: -0.0443843714893
  y: -0.0574425570667
  z: 0.0213771965355","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
116,"linear: 
  x: 0.307909548283
  y: -0.357412993908
  z: 0.013984941947321302
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.40633821639
  y: 0.696973265562
  z: 4.94173049927
orientation: 
  x: 0.0057691515377
  y: 0.0246093698194
  z: 0.0107583203213
  w: 0.999622605963","linear: 
  x: 0.273532956839
  y: -0.264812558889
  z: 0.0182230193168
angular: 
  x: 0.0101546654478
  y: 0.0461799763143
  z: -0.0500849597156","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
117,"linear: 
  x: 0.285472393036
  y: -0.371872425079
  z: 0.012402089098656423
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.35432015511
  y: 0.65118760005
  z: 4.9487247467
orientation: 
  x: 0.00554772717025
  y: 0.0253846197487
  z: 0.010846618027
  w: 0.999603518742","linear: 
  x: 0.264698475599
  y: -0.264994949102
  z: 0.0178774017841
angular: 
  x: 0.0330299250782
  y: 0.0183040760458
  z: -0.0477288849652","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
118,"linear: 
  x: 0.261954605579
  y: -0.415728986263
  z: 0.010915507265040892
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.29373143765
  y: 0.595775069151
  z: 4.95528316498
orientation: 
  x: 0.00625651724032
  y: 0.0238783898622
  z: 0.0110984874639
  w: 0.999633683939","linear: 
  x: 0.258973538876
  y: -0.262105166912
  z: 0.0159215778112
angular: 
  x: 0.0386721976101
  y: -0.0418730303645
  z: 0.0423674881458","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
119,"linear: 
  x: 0.243939042091
  y: -0.463404685259
  z: 0.01134368652751056
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.23616503331
  y: 0.544209898863
  z: 4.95393323898
orientation: 
  x: 0.00731976706126
  y: 0.022828329618
  z: 0.0113150792224
  w: 0.999648566927","linear: 
  x: 0.253647863865
  y: -0.259548574686
  z: 0.0122000072151
angular: 
  x: -0.0578261837363
  y: 0.0153606571257
  z: -0.0163709111512","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
120,"linear: 
  x: 0.232733309269
  y: -0.520826756954
  z: 0.01124762256191059
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.17996807548
  y: 0.490824879561
  z: 4.95471954346
orientation: 
  x: 0.0101034045328
  y: 0.0219395442966
  z: 0.0110962531886
  w: 0.999646662966","linear: 
  x: 0.229970902205
  y: -0.278421103954
  z: 0.0129911471158
angular: 
  x: 0.0901172757149
  y: -0.0150778274983
  z: -0.0138481985778","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
121,"linear: 
  x: 0.231554716825
  y: -0.587657630444
  z: 0.010772004961555965
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.12714307162
  y: 0.436245383177
  z: 4.9569978714
orientation: 
  x: 0.014664962712
  y: 0.0207462428412
  z: 0.0112813197629
  w: 0.999613557382","linear: 
  x: 0.222969025373
  y: -0.296786874533
  z: 0.015340346843
angular: 
  x: 0.0214136652648
  y: -0.0245588459074
  z: 0.0089614354074","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
122,"linear: 
  x: 0.245494544506
  y: -0.66647708416
  z: 0.009635338702376029
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.07900618169
  y: 0.377771557722
  z: 4.96184444427
orientation: 
  x: 0.0172722247381
  y: 0.0204987476986
  z: 0.0109505940059
  w: 0.999580690133","linear: 
  x: 0.218822613358
  y: -0.320952296257
  z: 0.0146904140711
angular: 
  x: -0.063313819468
  y: 0.0281242132187
  z: -0.00734270596877","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
123,"linear: 
  x: 0.280515164137
  y: -0.759294986725
  z: 0.008120281940708459
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -3.03221146914
  y: 0.312596501265
  z: 4.96810674667
orientation: 
  x: 0.0202358350036
  y: 0.0217552456488
  z: 0.0112231575798
  w: 0.999495503243","linear: 
  x: 0.198781937361
  y: -0.368107527494
  z: 0.0143078742549
angular: 
  x: 0.0378125496209
  y: 0.0141174001619
  z: 0.0320769995451","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
124,"linear: 
  x: 0.343238651752
  y: -0.860535860062
  z: 0.006002387411449433
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.98778490874
  y: 0.241562308226
  z: 4.97661685944
orientation: 
  x: 0.0249062507623
  y: 0.0244045747871
  z: 0.0112984316567
  w: 0.999327994627","linear: 
  x: 0.197047993541
  y: -0.410673201084
  z: 0.0109706139192
angular: 
  x: 0.0767120867968
  y: 0.0126269906759
  z: 0.0286302939057","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
125,"linear: 
  x: 0.3667088449
  y: -0.892345309258
  z: 0.0047411221823716095
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.94139121625
  y: 0.159830273543
  z: 4.98169279099
orientation: 
  x: 0.0301121812907
  y: 0.0268907536268
  z: 0.0101676315789
  w: 0.999133005748","linear: 
  x: 0.214909255505
  y: -0.462363928556
  z: 0.00941310450435
angular: 
  x: -0.0421067215502
  y: 0.0200599879026
  z: -0.009645530954","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
126,"linear: 
  x: 0.35200047493
  y: -0.878215432167
  z: 0.004823704578766698
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.89367143962
  y: 0.0694627179242
  z: 4.98154687881
orientation: 
  x: 0.0350865511833
  y: 0.0308725626318
  z: 0.0105739693946
  w: 0.998851345283","linear: 
  x: 0.226654008031
  y: -0.52134937048
  z: 0.00709110079333
angular: 
  x: 0.0197827201337
  y: -0.00499589368701
  z: 0.085153914988","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
127,"linear: 
  x: 0.336487174034
  y: -0.861533761024
  z: 0.004962363433501774
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.84305654618
  y: -0.0317245112322
  z: 4.98120689392
orientation: 
  x: 0.0359062967158
  y: 0.0325030784012
  z: 0.010553401997
  w: 0.998770701141","linear: 
  x: 0.247290924191
  y: -0.576135635376
  z: 0.00305577670224
angular: 
  x: -0.00137733563315
  y: -0.0123856095597
  z: -0.0688279122114","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
128,"linear: 
  x: 0.363559901714
  y: -0.890840232372
  z: 0.004556409251125839
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.7709515557
  y: -0.179939089861
  z: 4.98299217224
orientation: 
  x: 0.031692384404
  y: 0.0293818583553
  z: 0.0101517424739
  w: 0.999014134682","linear: 
  x: 0.264879286289
  y: -0.620991230011
  z: 0.000262197747361
angular: 
  x: -0.0365187190473
  y: -0.0359757728875
  z: -0.0655381828547","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
129,"linear: 
  x: 0.565653681755
  y: -1.03997516632
  z: 0.003668861276877411
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.71527104232
  y: -0.292702494707
  z: 4.98645591736
orientation: 
  x: 0.0305175741577
  y: 0.0292674376959
  z: 0.00939318336266
  w: 0.999061491033","linear: 
  x: 0.267069995403
  y: -0.645625770092
  z: 0.0047508822754
angular: 
  x: 0.065783508122
  y: 0.100103959441
  z: -0.00415871385485","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
130,"linear: 
  x: 0.811871051788
  y: -1.12320256233
  z: 0.0020339670106149363
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.66068779084
  y: -0.402274428453
  z: 4.99257183075
orientation: 
  x: 0.035549831655
  y: 0.0355386959149
  z: 0.0100574598369
  w: 0.998685164636","linear: 
  x: 0.283988893032
  y: -0.654957294464
  z: 0.0047229626216
angular: 
  x: 0.179218530655
  y: 0.269902557135
  z: 0.0402265042067","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
131,"linear: 
  x: 0.92248159647
  y: -1.12562012672
  z: 0.0009988695311234311
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.59796641919
  y: -0.51762515172
  z: 4.99639558792
orientation: 
  x: 0.0447643294571
  y: 0.0504384119471
  z: 0.00948628586938
  w: 0.997678370914","linear: 
  x: 0.330259472132
  y: -0.693029880524
  z: 0.0035369687248
angular: 
  x: 0.0368131361902
  y: 0.190388262272
  z: -0.049000069499","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
132,"linear: 
  x: 0.913138628006
  y: -1.10756587982
  z: -5.386573634701357e-05
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.52260838601
  y: -0.640585480776
  z: 5.00019168854
orientation: 
  x: 0.0484707865482
  y: 0.065467586364
  z: 0.00862573145811
  w: 0.996639440693","linear: 
  x: 0.419823676348
  y: -0.752438127995
  z: 0.0029145849403
angular: 
  x: 0.0646997988224
  y: 0.141194730997
  z: -0.00674836430699","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
133,"linear: 
  x: 0.899697959423
  y: -1.08973574638
  z: -0.0004551225060669677
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.43041180226
  y: -0.772853909578
  z: 5.00159311295
orientation: 
  x: 0.0463556032162
  y: 0.0669248232829
  z: 0.00844643858452
  w: 0.996644813238","linear: 
  x: 0.513503491879
  y: -0.789322733879
  z: -0.00545570114627
angular: 
  x: -0.0350962206721
  y: -0.0634831935167
  z: 0.012394791469","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
134,"linear: 
  x: 1.26591980457
  y: -1.05399167538
  z: -0.0004308952097785342
angular: 
  x: 0
  y: 0
  z: 0","position: 
  x: -2.32091187093
  y: -0.913376866426
  z: 5.0014796257
orientation: 
  x: 0.0433464453897
  y: 0.0603220406663
  z: 0.00807946646278
  w: 0.997204622584","linear: 
  x: 0.578500628471
  y: -0.81184220314
  z: -0.00796652212739
angular: 
  x: -0.0570495128632
  y: -0.0307742077857
  z: -0.0128624793142","position: 
  x: 4.44374068386
  y: -2.09850713283
  z: 5.0
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 0.0"
